FECHA_HECHO,COD_DEPTO,DEPARTAMENTO,COD_MUNI,MUNICIPIO,CASOS,VICTIMAS
08/13/2024 12:00:00 AM,20,CESAR,20001,VALLEDUPAR,1,4
08/18/2024 12:00:00 AM,5,ANTIOQUIA,5380,LA ESTRELLA,1,3
08/25/2024 12:00:00 AM,18,CAQUETA,18592,PUERTO RICO,1,5
09/02/2024 12:00:00 AM,27,CHOCO,27001,QUIBDO,1,3
09/04/2024 12:00:00 AM,8,ATLANTICO,8758,SOLEDAD,1,3
09/09/2024 12:00:00 AM,19,CAUCA,19418,LOPEZ DE MICAY,1,4
09/11/2024 12:00:00 AM,23,CORDOBA,23168,CHIMA,1,3
09/11/2024 12:00:00 AM,47,MAGDALENA,47268,EL RETEN,1,3
09/14/2024 12:00:00 AM,54,NORTE DE SANTANDER,54001,CUCUTA,1,3
09/17/2024 12:00:00 AM,81,ARAUCA,81065,ARAUQUITA,1,3
09/29/2024 12:00:00 AM,5,ANTIOQUIA,5893,YONDO,1,5
10/01/2024 12:00:00 AM,66,RISARALDA,66682,SANTA ROSA DE CABAL,1,3
10/05/2024 12:00:00 AM,54,NORTE DE SANTANDER,54003,ABREGO,1,3
10/05/2024 12:00:00 AM,54,NORTE DE SANTANDER,54398,LA PLAYA,1,3
10/05/2024 12:00:00 AM,68,SANTANDER,68190,CIMITARRA,1,3
10/05/2024 12:00:00 AM,76,VALLE DEL CAUCA,76403,LA VICTORIA,1,3
10/06/2024 12:00:00 AM,41,HUILA,41006,ACEVEDO,1,3
10/07/2024 12:00:00 AM,19,CAUCA,19821,TORIBIO,1,3
10/08/2024 12:00:00 AM,68,SANTANDER,68081,BARRANCABERMEJA,1,3
10/17/2024 12:00:00 AM,19,CAUCA,19137,CALDONO,1,4
10/22/2024 12:00:00 AM,8,ATLANTICO,8758,SOLEDAD,1,3
10/22/2024 12:00:00 AM,19,CAUCA,19780,SUAREZ,1,3
10/24/2024 12:00:00 AM,66,RISARALDA,66001,PEREIRA,1,3
10/27/2024 12:00:00 AM,76,VALLE DEL CAUCA,76520,PALMIRA,1,3
10/29/2024 12:00:00 AM,23,CORDOBA,23001,MONTERIA,1,4
10/30/2024 12:00:00 AM,86,PUTUMAYO,86865,VALLE DEL GUAMUEZ,1,3
11/15/2024 12:00:00 AM,44,LA GUAJIRA,44001,RIOHACHA,1,4
11/17/2024 12:00:00 AM,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,1,3
11/21/2024 12:00:00 AM,5,ANTIOQUIA,5040,ANORI,1,5
11/22/2024 12:00:00 AM,8,ATLANTICO,8001,BARRANQUILLA,1,4
11/23/2024 12:00:00 AM,52,NARIÑO,52356,IPIALES,1,3
11/24/2024 12:00:00 AM,41,HUILA,41020,ALGECIRAS,1,3
11/26/2024 12:00:00 AM,52,NARIÑO,52540,POLICARPA,1,4
11/27/2024 12:00:00 AM,52,NARIÑO,52356,IPIALES,1,5
12/01/2024 12:00:00 AM,19,CAUCA,19450,MERCADERES,1,4
12/02/2024 12:00:00 AM,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,1,4
12/10/2024 12:00:00 AM,70,SUCRE,70702,SAN JUAN DE BETULIA,1,3
12/15/2024 12:00:00 AM,5,ANTIOQUIA,5001,MEDELLIN,1,3
12/18/2024 12:00:00 AM,86,PUTUMAYO,86568,PUERTO ASIS,1,3
12/24/2024 12:00:00 AM,19,CAUCA,19050,ARGELIA,1,3
12/29/2024 12:00:00 AM,20,CESAR,20011,AGUACHICA,1,4
01/12/2025 12:00:00 AM,76,VALLE DEL CAUCA,76001,CALI,1,3
01/13/2025 12:00:00 AM,19,CAUCA,19455,MIRANDA,1,3
01/13/2025 12:00:00 AM,68,SANTANDER,68081,BARRANCABERMEJA,1,3
01/15/2025 12:00:00 AM,54,NORTE DE SANTANDER,54810,TIBU,1,3
01/18/2025 12:00:00 AM,8,ATLANTICO,8634,SABANAGRANDE,1,3
01/18/2025 12:00:00 AM,68,SANTANDER,68081,BARRANCABERMEJA,1,3
01/18/2025 12:00:00 AM,76,VALLE DEL CAUCA,76111,GUADALAJARA DE BUGA,1,3
01/24/2025 12:00:00 AM,5,ANTIOQUIA,5887,YARUMAL,1,5
01/28/2025 12:00:00 AM,44,LA GUAJIRA,44035,ALBANIA,1,3
02/07/2025 12:00:00 AM,13,BOLIVAR,13001,CARTAGENA DE INDIAS,1,3
02/15/2025 12:00:00 AM,76,VALLE DEL CAUCA,76130,CANDELARIA,1,3
02/16/2025 12:00:00 AM,76,VALLE DEL CAUCA,76364,JAMUNDI,1,3
03/09/2025 12:00:00 AM,54,NORTE DE SANTANDER,54498,OCAÑA,1,5
03/11/2025 12:00:00 AM,19,CAUCA,19075,BALBOA,1,5
03/12/2025 12:00:00 AM,11,BOGOTA D.C.,11001,BOGOTA D.C.,1,3
03/12/2025 12:00:00 AM,19,CAUCA,19300,GUACHENE,1,3
03/18/2025 12:00:00 AM,5,ANTIOQUIA,5034,ANDES,1,4
04/19/2025 12:00:00 AM,76,VALLE DEL CAUCA,76834,TULUA,1,3
04/20/2025 12:00:00 AM,13,BOLIVAR,13001,CARTAGENA DE INDIAS,1,3
04/27/2025 12:00:00 AM,95,GUAVIARE,95001,SAN JOSE DEL GUAVIARE,1,7
04/28/2025 12:00:00 AM,50,META,50568,PUERTO GAITAN,1,4
